Day,Date,Time,Home,Home Score,Away Score,Away,Attendance,Venue
Sun,3/10/2019,17:00 (16:00),Atlanta,1,1,FC Cincinnati,"70,382",Mercedes-Benz Stadium
Sun,3/17/2019,19:00 (18:00),Atlanta,1,1,Philadelphia,"42,651",Mercedes-Benz Stadium
Sat,4/20/2019,16:00 (15:00),Atlanta,1,2,FC Dallas,"43,351",Mercedes-Benz Stadium
Sat,4/27/2019,18:00 (17:00),Atlanta,1,0,Colorado,"43,005",Mercedes-Benz Stadium
Wed,5/8/2019,19:00 (18:00),Atlanta,2,0,Toronto FC,"42,537",Mercedes-Benz Stadium
Sun,5/12/2019,14:30 (13:30),Atlanta,1,0,Orlando City,"68,152",Mercedes-Benz Stadium
Wed,5/29/2019,19:00 (18:00),Atlanta,3,0,Minnesota,"42,703",Mercedes-Benz Stadium
Sat,6/1/2019,18:00 (17:00),Atlanta,2,0,Chicago,"67,502",Mercedes-Benz Stadium
Sat,6/29/2019,18:00 (17:00),Atlanta,2,1,Montreal,"44,627",Mercedes-Benz Stadium
Sun,7/7/2019,14:00 (13:00),Atlanta,3,3,NY Red Bulls,"68,077",Mercedes-Benz Stadium
Wed,7/17/2019,19:00 (18:00),Atlanta,5,0,Houston,"42,557",Mercedes-Benz Stadium
Sun,7/21/2019,16:00 (15:00),Atlanta,2,0,D.C. United,"44,405",Mercedes-Benz Stadium
Sat,8/3/2019,17:00 (16:00),Atlanta,3,0,LA Galaxy,"72,548",Mercedes-Benz Stadium
Sun,8/11/2019,15:55 (14:55),Atlanta,2,1,NYCFC,"44,052",Mercedes-Benz Stadium
Sat,9/14/2019,19:00 (18:00),Atlanta,1,3,Columbus,"68,046",Mercedes-Benz Stadium
Sat,9/21/2019,15:30 (14:30),Atlanta,3,1,San Jose,"43,451",Mercedes-Benz Stadium
Sun,10/6/2019,16:00 (15:00),Atlanta,3,1,New England,"44,617",Mercedes-Benz Stadium
Sun,3/11/2018,15:00 (14:00),Atlanta,3,1,D.C. United,"72,035",Mercedes-Benz Stadium
Sat,3/17/2018,19:30 (18:30),Atlanta,4,1,Vancouver,"45,003",Mercedes-Benz Stadium
Sat,4/7/2018,17:00 (16:00),Atlanta,5,0,Los Angeles FC,"45,207",Mercedes-Benz Stadium
Sun,4/15/2018,18:00 (17:00),Atlanta,2,2,NYCFC,"45,001",Mercedes-Benz Stadium
Sat,4/28/2018,13:00 (12:00),Atlanta,4,1,Montreal,"45,039",Mercedes-Benz Stadium
Wed,5/9/2018,19:30 (18:30),Atlanta,0,2,Sporting KC,"44,696",Mercedes-Benz Stadium
Sun,5/20/2018,19:00 (18:00),Atlanta,1,3,NY Red Bulls,"45,089",Mercedes-Benz Stadium
Sat,6/2/2018,19:30 (18:30),Atlanta,3,1,Philadelphia,"45,140",Mercedes-Benz Stadium
Sun,6/24/2018,16:30 (15:30),Atlanta,1,1,Portland,"45,116",Mercedes-Benz Stadium
Sat,6/30/2018,19:00 (18:00),Atlanta,4,0,Orlando City,"71,932",Mercedes-Benz Stadium
Sun,7/15/2018,14:00 (13:00),Atlanta,1,1,Seattle,"72,243",Mercedes-Benz Stadium
Sat,7/21/2018,15:30 (14:30),Atlanta,3,1,D.C. United,"45,087",Mercedes-Benz Stadium
Sat,8/4/2018,16:00 (15:00),Atlanta,2,2,Toronto FC,"45,191",Mercedes-Benz Stadium
Sun,8/19/2018,16:00 (15:00),Atlanta,3,1,Columbus,"45,303",Mercedes-Benz Stadium
Sat,9/22/2018,19:00 (18:00),Atlanta,2,0,Real Salt Lake,"72,017",Mercedes-Benz Stadium
Sat,10/6/2018,15:30 (14:30),Atlanta,2,1,New England,"45,122",Mercedes-Benz Stadium
Sun,10/21/2018,15:00 (14:00),Atlanta,2,1,Chicago,"71,812",Mercedes-Benz Stadium
Sat,3/9/2019,12:00,Chicago,1,1,Orlando City,"11,041",SeatGeek Stadium
Sat,3/16/2019,12:00,Chicago,2,4,Seattle,"10,032",SeatGeek Stadium
Sat,3/30/2019,12:00,Chicago,1,0,NY Red Bulls,"12,013",SeatGeek Stadium
Fri,4/12/2019,19:30,Chicago,1,1,Vancouver,"10,439",SeatGeek Stadium
Sat,4/20/2019,12:00,Chicago,4,1,Colorado,"12,967",SeatGeek Stadium
Wed,5/8/2019,19:00,Chicago,5,0,New England,"6,074",SeatGeek Stadium
Sat,5/11/2019,19:00,Chicago,2,0,Minnesota,"11,531",SeatGeek Stadium
Sat,5/25/2019,14:30,Chicago,1,1,NYCFC,"10,986",SeatGeek Stadium
Sat,6/22/2019,19:00,Chicago,1,1,Real Salt Lake,"15,609",SeatGeek Stadium
Wed,7/3/2019,19:00,Chicago,5,1,Atlanta,"13,476",SeatGeek Stadium
Sat,7/13/2019,19:00,Chicago,1,2,FC Cincinnati,"13,127",SeatGeek Stadium
Wed,7/17/2019,19:00,Chicago,2,2,Columbus,"7,482",SeatGeek Stadium
Sat,7/27/2019,19:00,Chicago,0,0,D.C. United,"18,232",SeatGeek Stadium
Sat,8/10/2019,20:00,Chicago,3,2,Montreal,"11,002",SeatGeek Stadium
Sat,8/17/2019,19:00,Chicago,2,0,Philadelphia,"14,883",SeatGeek Stadium
Sat,9/14/2019,14:30,Chicago,4,0,FC Dallas,"12,874",SeatGeek Stadium
Sun,9/29/2019,16:00,Chicago,2,2,Toronto FC,"17,748",SeatGeek Stadium
Sat,3/10/2018,17:00,Chicago,3,4,Sporting KC,"14,021",SeatGeek Stadium
Sat,3/31/2018,17:00,Chicago,2,2,Portland,"13,678",SeatGeek Stadium
Sat,4/7/2018,19:30,Chicago,1,0,Columbus,"11,023",SeatGeek Stadium
Sat,4/14/2018,14:30,Chicago,0,1,LA Galaxy,"21,915",SeatGeek Stadium
Sat,5/5/2018,19:30,Chicago,1,2,Atlanta,"15,024",SeatGeek Stadium
Wed,5/9/2018,19:30,Chicago,1,0,Montreal,"10,067",SeatGeek Stadium
Sun,5/20/2018,15:00,Chicago,2,3,Houston,"14,206",SeatGeek Stadium
Sat,6/2/2018,19:30,Chicago,2,1,San Jose,"14,138",SeatGeek Stadium
Sat,6/9/2018,19:30,Chicago,1,1,New England,"14,415",SeatGeek Stadium
Sat,6/30/2018,19:00,Chicago,3,2,NYCFC,"15,204",SeatGeek Stadium
Wed,7/11/2018,19:30,Chicago,3,4,Philadelphia,"12,008",SeatGeek Stadium
Sat,7/21/2018,18:00,Chicago,1,2,Toronto FC,"15,177",SeatGeek Stadium
Sat,8/11/2018,19:30,Chicago,0,1,NY Red Bulls,"18,064",SeatGeek Stadium
Thu,8/23/2018,18:00,Chicago,1,1,Columbus,"8,551",SeatGeek Stadium
Sun,9/16/2018,16:00,Chicago,4,0,Orlando City,"16,287",SeatGeek Stadium
Sat,9/29/2018,14:30,Chicago,3,1,Los Angeles FC,"18,471",SeatGeek Stadium
Sun,10/28/2018,15:30,Chicago,0,0,D.C. United,"19,459",SeatGeek Stadium
Sat,3/2/2019,16:00 (17:00),Colorado,3,3,Portland,"12,717",Dick's Sporting Goods Park
Sun,3/17/2019,19:00 (20:00),Colorado,1,1,Sporting KC,"11,037",Dick's Sporting Goods Park
Sat,3/30/2019,19:00 (20:00),Colorado,1,4,Houston,"11,061",Dick's Sporting Goods Park
Sat,4/13/2019,19:00 (20:00),Colorado,2,3,D.C. United,"15,094",Dick's Sporting Goods Park
Fri,5/3/2019,19:00 (20:00),Colorado,2,3,Vancouver,"10,794",Dick's Sporting Goods Park
Sat,5/11/2019,19:00 (20:00),Colorado,2,3,Real Salt Lake,"15,437",Dick's Sporting Goods Park
Sat,5/25/2019,19:00 (20:00),Colorado,3,2,Columbus,"16,843",Dick's Sporting Goods Park
Sat,6/1/2019,18:30 (19:30),Colorado,3,1,FC Cincinnati,"16,998",Dick's Sporting Goods Park
Sat,6/8/2019,19:00 (20:00),Colorado,1,0,Minnesota,"14,160",Dick's Sporting Goods Park
Fri,6/28/2019,20:00 (21:00),Colorado,1,0,Los Angeles FC,"15,968",Dick's Sporting Goods Park
Thu,7/4/2019,19:00 (20:00),Colorado,1,2,New England,"15,584",Dick's Sporting Goods Park
Sat,7/20/2019,19:00 (20:00),Colorado,1,2,NYCFC,"15,359",Dick's Sporting Goods Park
Sat,8/3/2019,19:00 (20:00),Colorado,6,3,Montreal,"14,007",Dick's Sporting Goods Park
Sat,8/10/2019,19:00 (20:00),Colorado,2,1,San Jose,"13,870",Dick's Sporting Goods Park
Sat,9/7/2019,19:00 (20:00),Colorado,2,0,Seattle,"16,607",Dick's Sporting Goods Park
Wed,9/11/2019,19:00 (20:00),Colorado,2,1,LA Galaxy,"10,945",Dick's Sporting Goods Park
Sun,9/29/2019,17:30 (18:30),Colorado,3,0,FC Dallas,"16,352",Dick's Sporting Goods Park
Sat,3/24/2018,19:00 (20:00),Colorado,2,2,Sporting KC,"17,424",Dick's Sporting Goods Park
Sat,3/31/2018,19:00 (20:00),Colorado,3,0,Philadelphia,"10,790",Dick's Sporting Goods Park
Sat,4/14/2018,13:00 (14:00),Colorado,2,0,Toronto FC,"11,232",Dick's Sporting Goods Park
Sun,4/29/2018,14:00 (15:00),Colorado,1,2,Orlando City,"15,702",Dick's Sporting Goods Park
Sat,5/12/2018,19:00 (20:00),Colorado,1,2,NY Red Bulls,"15,691",Dick's Sporting Goods Park
Sat,5/26/2018,19:00 (20:00),Colorado,2,3,Portland,"17,424",Dick's Sporting Goods Park
Fri,6/1/2018,19:00 (20:00),Colorado,1,2,Vancouver,"16,746",Dick's Sporting Goods Park
Wed,6/13/2018,19:00 (20:00),Colorado,2,2,Chicago,"16,068",Dick's Sporting Goods Park
Sat,6/23/2018,19:00 (20:00),Colorado,3,2,Minnesota,"13,664",Dick's Sporting Goods Park
Wed,7/4/2018,19:00 (20:00),Colorado,1,2,Seattle,"16,374",Dick's Sporting Goods Park
Sat,7/14/2018,19:00 (20:00),Colorado,0,0,Houston,"14,327",Dick's Sporting Goods Park
Sat,8/4/2018,19:00 (20:00),Colorado,2,1,LA Galaxy,"17,837",Dick's Sporting Goods Park
Sat,8/11/2018,19:00 (20:00),Colorado,2,1,San Jose,"15,383",Dick's Sporting Goods Park
Sat,8/25/2018,19:00 (20:00),Colorado,0,6,Real Salt Lake,"16,669",Dick's Sporting Goods Park
Sat,9/15/2018,13:30 (14:30),Colorado,0,3,Atlanta,"14,788",Dick's Sporting Goods Park
Sat,10/6/2018,19:00 (20:00),Colorado,0,3,Los Angeles FC,"15,369",Dick's Sporting Goods Park
Sun,10/28/2018,14:30 (15:30),Colorado,2,1,FC Dallas,"15,172",Dick's Sporting Goods Park
Sat,3/2/2019,16:30 (15:30),Columbus,1,1,NY Red Bulls,"17,931",MAPFRE Stadium
Sat,3/16/2019,14:00 (13:00),Columbus,1,0,FC Dallas,"9,687",MAPFRE Stadium
Sat,3/30/2019,19:30 (18:30),Columbus,2,0,Atlanta,"10,973",MAPFRE Stadium
Sat,4/6/2019,19:30 (18:30),Columbus,1,0,New England,"10,942",MAPFRE Stadium
Sat,4/20/2019,19:30 (18:30),Columbus,1,3,Portland,"11,707",MAPFRE Stadium
Wed,4/24/2019,19:30 (18:30),Columbus,0,1,D.C. United,"10,169",MAPFRE Stadium
Wed,5/8/2019,19:30 (18:30),Columbus,3,1,LA Galaxy,"13,207",MAPFRE Stadium
Sat,5/11/2019,19:30 (18:30),Columbus,0,3,Los Angeles FC,"18,048",MAPFRE Stadium
Sat,6/1/2019,19:30 (18:30),Columbus,2,2,NYCFC,"13,704",MAPFRE Stadium
Sun,6/23/2019,17:30 (16:30),Columbus,0,1,Sporting KC,"14,015",MAPFRE Stadium
Sat,6/29/2019,19:30 (18:30),Columbus,0,2,Orlando City,"17,715",MAPFRE Stadium
Sat,7/6/2019,19:30 (18:30),Columbus,1,2,Seattle,"14,183",MAPFRE Stadium
Sat,7/20/2019,19:30 (18:30),Columbus,2,1,Montreal,"15,124",MAPFRE Stadium
Sat,8/10/2019,19:30 (18:30),Columbus,2,2,FC Cincinnati,"20,865",MAPFRE Stadium
Sat,8/17/2019,19:30 (18:30),Columbus,2,2,Toronto FC,"17,494",MAPFRE Stadium
Sat,8/31/2019,19:30 (18:30),Columbus,1,1,Chicago,"16,438",MAPFRE Stadium
Sun,9/29/2019,17:00 (16:00),Columbus,2,0,Philadelphia,"20,353",MAPFRE Stadium
Sat,3/10/2018,13:00 (12:00),Columbus,3,2,Montreal,"11,098",MAPFRE Stadium
Sat,3/24/2018,18:00 (17:00),Columbus,3,1,D.C. United,"8,443",MAPFRE Stadium
Sat,3/31/2018,15:00 (14:00),Columbus,1,2,Vancouver,"8,992",MAPFRE Stadium
Sat,4/21/2018,19:30 (18:30),Columbus,2,2,New England,"11,264",MAPFRE Stadium
Sat,4/28/2018,19:30 (18:30),Columbus,2,1,San Jose,"11,479",MAPFRE Stadium
Wed,5/9/2018,19:30 (18:30),Columbus,1,0,Philadelphia,"7,683",MAPFRE Stadium
Sat,5/12/2018,19:30 (18:30),Columbus,3,0,Chicago,"11,108",MAPFRE Stadium
Sat,6/2/2018,19:30 (18:30),Columbus,3,3,Toronto FC,"12,305",MAPFRE Stadium
Sat,6/9/2018,17:00 (16:00),Columbus,1,1,NY Red Bulls,"11,246",MAPFRE Stadium
Wed,6/13/2018,19:30 (18:30),Columbus,0,2,Atlanta,"10,132",MAPFRE Stadium
Sat,6/30/2018,19:30 (18:30),Columbus,2,1,Real Salt Lake,"16,680",MAPFRE Stadium
Sat,7/21/2018,19:30 (18:30),Columbus,3,2,Orlando City,"14,052",MAPFRE Stadium
Sat,8/11/2018,19:30 (18:30),Columbus,1,0,Houston,"15,891",MAPFRE Stadium
Sat,9/1/2018,20:00 (19:00),Columbus,2,1,NYCFC,"11,991",MAPFRE Stadium
Sat,9/22/2018,19:30 (18:30),Columbus,2,1,Colorado,"19,121",MAPFRE Stadium
Sat,9/29/2018,19:30 (18:30),Columbus,0,0,Philadelphia,"12,441",MAPFRE Stadium
Sun,10/28/2018,16:30 (15:30),Columbus,3,2,Minnesota,"17,677",MAPFRE Stadium
Sun,3/3/2019,18:00 (17:00),D.C. United,2,0,Atlanta,"16,942",Audi Field
Sat,3/16/2019,20:00 (19:00),D.C. United,5,0,Real Salt Lake,"17,190",Audi Field
Sat,4/6/2019,15:00 (14:00),D.C. United,0,4,Los Angeles FC,"20,600",Audi Field
Tue,4/9/2019,20:00 (19:00),D.C. United,0,0,Montreal,"18,116",Audi Field
Sun,4/21/2019,16:00 (15:00),D.C. United,0,2,NYCFC,"18,004",Audi Field
Sat,5/4/2019,20:00 (19:00),D.C. United,3,1,Columbus,"16,687",Audi Field
Sun,5/12/2019,19:00 (18:00),D.C. United,1,0,Sporting KC,"12,521",Audi Field
Wed,5/29/2019,20:00 (19:00),D.C. United,3,3,Chicago,"14,201",Audi Field
Sat,6/1/2019,20:00 (19:00),D.C. United,1,1,San Jose,"18,002",Audi Field
Wed,6/26/2019,20:00 (19:00),D.C. United,1,0,Orlando City,"17,398",Audi Field
Sat,6/29/2019,20:00 (19:00),D.C. United,1,1,Toronto FC,"18,854",Audi Field
Fri,7/12/2019,19:00 (18:00),D.C. United,2,2,New England,"18,903",Audi Field
Sun,8/4/2019,19:30 (18:30),D.C. United,1,5,Philadelphia,"18,697",Audi Field
Sun,8/11/2019,19:30 (18:30),D.C. United,2,1,LA Galaxy,"20,006",Audi Field
Wed,8/21/2019,20:00 (19:00),D.C. United,1,2,NY Red Bulls,"18,302",Audi Field
Sun,9/22/2019,20:00 (19:00),D.C. United,2,0,Seattle,"18,489",Audi Field
Sun,10/6/2019,16:00 (15:00),D.C. United,0,0,FC Cincinnati,"18,732",Audi Field
Sat,3/17/2018,13:30 (12:30),D.C. United,2,2,Houston,"5,128",Audi Field
Sun,4/15/2018,05:00 (18:00),D.C. United,1,0,Columbus,"12,396",Audi Field
Sat,7/14/2018,20:00 (19:00),D.C. United,3,1,Vancouver,"20,504",Audi Field
Wed,7/25/2018,21:00 (20:00),D.C. United,0,1,NY Red Bulls,"15,655",Audi Field
Sat,7/28/2018,20:00 (19:00),D.C. United,2,1,Colorado,"18,931",Audi Field
Sun,8/12/2018,20:00 (19:00),D.C. United,3,2,Orlando City,"17,020",Audi Field
Wed,8/15/2018,20:00 (19:00),D.C. United,4,1,Portland,"18,219",Audi Field
Sun,8/19/2018,19:30 (18:30),D.C. United,2,0,New England,"20,198",Audi Field
Wed,8/29/2018,20:00 (19:00),D.C. United,0,2,Philadelphia,"17,692",Audi Field
Sun,9/2/2018,19:30 (18:30),D.C. United,3,1,Atlanta,"20,557",Audi Field
Wed,9/12/2018,19:30 (18:30),D.C. United,2,1,Minnesota,"16,114",Audi Field
Sun,9/16/2018,13:00 (12:00),D.C. United,3,3,NY Red Bulls,"18,331",Audi Field
Sat,9/29/2018,19:00 (18:00),D.C. United,5,0,Montreal,"20,573",Audi Field
Sun,10/7/2018,13:00 (12:00),D.C. United,2,1,Chicago,"20,064",Audi Field
Sat,10/13/2018,16:55 (15:55),D.C. United,1,0,FC Dallas,"19,610",Audi Field
Wed,10/17/2018,19:30 (18:30),D.C. United,1,0,Toronto FC,"18,562",Audi Field
Sun,10/21/2018,15:00 (14:00),D.C. United,3,1,NYCFC,"20,249",Audi Field
Sun,3/17/2019,17:00 (16:00),FC Cincinnati,3,0,Portland,"32,250",Nippert Stadium
Sat,3/30/2019,19:30 (18:30),FC Cincinnati,0,2,Philadelphia,"25,867",Nippert Stadium
Sun,4/7/2019,15:00 (14:00),FC Cincinnati,1,1,Sporting KC,"26,023",Nippert Stadium
Fri,4/19/2019,19:30 (18:30),FC Cincinnati,0,3,Real Salt Lake,"26,416",Nippert Stadium
Sat,5/11/2019,13:00 (12:00),FC Cincinnati,2,1,Montreal,"26,258",Nippert Stadium
Sat,5/25/2019,19:30 (18:30),FC Cincinnati,0,2,NY Red Bulls,"28,290",Nippert Stadium
Sat,6/22/2019,19:30 (18:30),FC Cincinnati,0,2,LA Galaxy,"32,250",Nippert Stadium
Sat,7/6/2019,19:30 (18:30),FC Cincinnati,3,2,Houston,"26,276",Nippert Stadium
Thu,7/18/2019,20:00 (19:00),FC Cincinnati,1,4,D.C. United,"28,774",Nippert Stadium
Sun,7/21/2019,18:00 (17:00),FC Cincinnati,0,2,New England,"25,095",Nippert Stadium
Sat,8/3/2019,20:00 (19:00),FC Cincinnati,1,2,Vancouver,"27,106",Nippert Stadium
Sat,8/17/2019,19:30 (18:30),FC Cincinnati,1,4,NYCFC,"27,273",Nippert Stadium
Sun,8/25/2019,18:00 (17:00),FC Cincinnati,1,3,Columbus,"30,611",Nippert Stadium
Sat,9/7/2019,19:30 (18:30),FC Cincinnati,1,5,Toronto FC,"25,339",Nippert Stadium
Wed,9/18/2019,19:30 (18:30),FC Cincinnati,0,2,Atlanta,"24,774",Nippert Stadium
Sat,9/21/2019,19:30 (18:30),FC Cincinnati,0,0,Chicago,"26,466",Nippert Stadium
Sun,9/29/2019,17:00 (16:00),FC Cincinnati,1,1,Orlando City,"25,652",Nippert Stadium
Sat,3/2/2019,15:30,FC Dallas,1,1,New England,"14,327",Toyota Stadium
Sat,3/9/2019,14:30,FC Dallas,2,0,LA Galaxy,"17,220",Toyota Stadium
Sat,3/23/2019,16:45,FC Dallas,2,1,Colorado,"14,514",Toyota Stadium
Sat,4/13/2019,19:00,FC Dallas,2,1,Portland,"14,376",Toyota Stadium
Sat,4/27/2019,14:30,FC Dallas,0,0,San Jose,"14,087",Toyota Stadium
Sat,5/11/2019,13:00,FC Dallas,1,3,NY Red Bulls,"12,263",Toyota Stadium
Sun,5/19/2019,18:30,FC Dallas,1,1,Los Angeles FC,"15,135",Toyota Stadium
Sat,6/1/2019,19:00,FC Dallas,2,1,Seattle,"14,327",Toyota Stadium
Sat,6/22/2019,19:00,FC Dallas,3,0,Toronto FC,"13,623",Toyota Stadium
Wed,6/26/2019,20:00,FC Dallas,2,2,Vancouver,"11,911",Toyota Stadium
Thu,7/4/2019,20:00,FC Dallas,2,0,D.C. United,"19,096",Toyota Stadium
Sat,7/27/2019,19:00,FC Dallas,0,0,Real Salt Lake,"14,717",Toyota Stadium
Sat,8/10/2019,19:00,FC Dallas,5,3,Minnesota,"15,168",Toyota Stadium
Sun,8/25/2019,19:00,FC Dallas,5,1,Houston,"15,452",Toyota Stadium
Sat,8/31/2019,19:00,FC Dallas,3,1,FC Cincinnati,"15,811",Toyota Stadium
Sun,9/22/2019,17:00,FC Dallas,1,1,NYCFC,"14,663",Toyota Stadium
Sun,10/6/2019,15:00,FC Dallas,6,0,Sporting KC,"15,623",Toyota Stadium
Sat,3/3/2018,19:00,FC Dallas,1,1,Real Salt Lake,"16,116",Toyota Stadium
Sun,3/18/2018,16:00,FC Dallas,3,0,Seattle,"13,310",Toyota Stadium
Sat,3/24/2018,14:30,FC Dallas,1,1,Portland,"13,851",Toyota Stadium
Sat,4/7/2018,19:00,FC Dallas,1,1,Colorado,"13,147",Toyota Stadium
Sat,4/21/2018,19:00,FC Dallas,2,0,Philadelphia,"13,326",Toyota Stadium
Sat,5/12/2018,14:30,FC Dallas,3,2,LA Galaxy,"18,355",Toyota Stadium
Sat,5/19/2018,15:00,FC Dallas,2,2,Vancouver,"13,907",Toyota Stadium
Sat,6/2/2018,19:00,FC Dallas,2,1,Los Angeles FC,"14,022",Toyota Stadium
Sat,6/9/2018,19:00,FC Dallas,2,0,Montreal,"13,506",Toyota Stadium
Wed,7/4/2018,19:00,FC Dallas,3,2,Atlanta,"17,298",Toyota Stadium
Sat,7/14/2018,19:00,FC Dallas,3,1,Chicago,"16,000",Toyota Stadium
Sat,8/4/2018,19:00,FC Dallas,1,3,San Jose,"17,282",Toyota Stadium
Sat,8/18/2018,19:00,FC Dallas,2,0,Minnesota,"15,107",Toyota Stadium
Sat,9/1/2018,19:00,FC Dallas,4,2,Houston,"16,835",Toyota Stadium
Sat,9/15/2018,19:00,FC Dallas,0,0,Columbus,"16,030",Toyota Stadium
Sat,10/6/2018,19:00,FC Dallas,2,0,Orlando City,"16,519",Toyota Stadium
Sun,10/21/2018,16:00,FC Dallas,0,3,Sporting KC,"19,096",Toyota Stadium
Sat,3/2/2019,17:00,Houston,1,1,Real Salt Lake,"16,827",BBVA Compass Stadium
Sat,3/9/2019,16:00,Houston,2,1,Montreal,"12,601",BBVA Compass Stadium
Sat,3/16/2019,14:00,Houston,3,2,Vancouver,"13,549",BBVA Compass Stadium
Sat,4/13/2019,14:00,Houston,2,1,San Jose,"14,476",BBVA Compass Stadium
Sat,4/27/2019,19:30,Houston,2,0,Columbus,"15,557",BBVA Compass Stadium
Sat,5/4/2019,15:00,Houston,2,1,FC Dallas,"16,521",BBVA Compass Stadium
Wed,5/15/2019,19:30,Houston,1,1,Portland,"13,327",BBVA Compass Stadium
Sat,5/18/2019,19:30,Houston,2,1,D.C. United,"15,811",BBVA Compass Stadium
Sat,6/1/2019,19:30,Houston,1,1,Sporting KC,"15,710",BBVA Compass Stadium
Wed,7/3/2019,20:00,Houston,4,0,NY Red Bulls,"19,531",BBVA Compass Stadium
Fri,7/12/2019,20:00,Houston,1,3,Los Angeles FC,"17,219",BBVA Compass Stadium
Sat,7/27/2019,19:00,Houston,0,1,Seattle,"15,138",BBVA Compass Stadium
Sat,8/3/2019,20:00,Houston,0,1,Chicago,"14,250",BBVA Compass Stadium
Sat,8/17/2019,20:00,Houston,2,2,Colorado,"15,458",BBVA Compass Stadium
Wed,9/11/2019,19:30,Houston,2,0,Minnesota,"13,566",BBVA Compass Stadium
Sat,9/21/2019,19:30,Houston,2,1,Orlando City,"15,146",BBVA Compass Stadium
Sun,10/6/2019,15:00,Houston,4,2,LA Galaxy,"21,777",BBVA Compass Stadium
Sat,3/3/2018,14:30,Houston,4,0,Atlanta,"20,377",BBVA Compass Stadium
Sat,3/10/2018,17:00,Houston,1,2,Vancouver,"16,082",BBVA Compass Stadium
Sat,3/31/2018,19:30,Houston,0,2,New England,"17,156",BBVA Compass Stadium
Sat,4/21/2018,14:00,Houston,5,1,Toronto FC,"17,109",BBVA Compass Stadium
Sat,5/5/2018,19:30,Houston,3,2,LA Galaxy,"22,320",BBVA Compass Stadium
Fri,5/25/2018,19:55,Houston,3,1,NYCFC,"18,123",BBVA Compass Stadium
Sat,6/9/2018,20:00,Houston,2,0,Colorado,"16,058",BBVA Compass Stadium
Tue,7/3/2018,20:00,Houston,2,2,Los Angeles FC,"16,037",BBVA Compass Stadium
Sat,7/7/2018,20:00,Houston,3,0,Minnesota,"13,947",BBVA Compass Stadium
Sat,7/21/2018,20:00,Houston,1,1,FC Dallas,"19,295",BBVA Compass Stadium
Wed,7/25/2018,20:00,Houston,1,3,Philadelphia,"13,094",BBVA Compass Stadium
Sat,8/4/2018,20:00,Houston,0,1,Sporting KC,"14,675",BBVA Compass Stadium
Sat,8/18/2018,20:00,Houston,1,2,Real Salt Lake,"15,072",BBVA Compass Stadium
Thu,8/23/2018,20:00,Houston,1,1,FC Dallas,"16,544",BBVA Compass Stadium
Sat,9/15/2018,19:30,Houston,4,1,Portland,"15,256",BBVA Compass Stadium
Sat,9/29/2018,19:30,Houston,3,2,San Jose,"17,136",BBVA Compass Stadium
Sun,10/21/2018,16:00,Houston,2,3,Seattle,"19,127",BBVA Compass Stadium
Sat,3/2/2019,17:00 (19:00),LA Galaxy,2,1,Chicago,"25,866",Dignity Health Sports Park
Sat,3/16/2019,19:30 (21:30),LA Galaxy,3,2,Minnesota,"21,177",Dignity Health Sports Park
Sun,3/31/2019,18:00 (20:00),LA Galaxy,2,1,Portland,"23,820",Dignity Health Sports Park
Sat,4/13/2019,19:30 (21:30),LA Galaxy,2,0,Philadelphia,"24,053",Banc of California Stadium
Fri,4/19/2019,20:00 (22:00),LA Galaxy,2,1,Houston,"21,503",Dignity Health Sports Park
